"net$colors","gene"
"turquoise","BCS1L"
"turquoise","BDH1"
"brown","BDNF"
"blue","BDP1L"
"turquoise","BEAN1"
"turquoise","BECN1"
"turquoise","BEGAIN"
"turquoise","BEND2"
"turquoise","BEND3"
"turquoise","BEND4"
"turquoise","BEND6"
"turquoise","BEND7"
"turquoise","BEST1"
"grey","BEST3"
"grey","BEST4"
"turquoise","BET1"
"turquoise","BET1L"
"turquoise","BET3L"
"turquoise","BF1"
"turquoise","BFAR"
"turquoise","BFSP1"
"turquoise","BFSP2"
"turquoise","BHLHA15"
"turquoise","BHLHE23"
"turquoise","BHLHE41"
"turquoise","BHMG1"
"turquoise","BHMT"
"turquoise","BICC1"
"turquoise","BICD1"
"turquoise","BICD2"
"turquoise","BID"
"turquoise","BIK"
"turquoise","BIN1"
"turquoise","BIN2"
"turquoise","BIRC2"
"turquoise","BIRC5"
"turquoise","BIRC6"
"turquoise","BIRC7"
"turquoise","BIVM"
"turquoise","BLB1"
"turquoise","BLCAP"
"turquoise","BLEC1"
"turquoise","BLEC3"
"turquoise","BLK"
"turquoise","BLM"
"turquoise","BLMH"
"turquoise","BLNK"
"yellow","BLOC1S1"
"turquoise","BLOC1S2"
"turquoise","BLOC1S4"
"turquoise","BLOC1S5"
"turquoise","BLOC1S6"
"turquoise","BLVRA"
"turquoise","BLZF1"
"blue","BMF"
"turquoise","BMI1"
"turquoise","BMP10"
"grey","BMP15"
"turquoise","BMP2"
"turquoise","BMP2K"
"turquoise","BMP3"
"turquoise","BMP4"
"turquoise","BMP5"
"turquoise","BMP6"
"turquoise","BMP7"
"turquoise","BMPER"
"turquoise","BMPR1A"
"turquoise","BMPR1B"
"turquoise","BMPR2"
"turquoise","BMS1"
"turquoise","BNC1"
"blue","BNC2"
"turquoise","BNIP1"
"turquoise","BNIP2"
"turquoise","BNIP3"
"turquoise","BNIP3L"
"turquoise","BOC"
"turquoise","BOD1"
"turquoise","BOD1L1"
"turquoise","BOK"
"brown","BOLA3"
"turquoise","BOLL"
"turquoise","BOP1"
"turquoise","BORA"
"turquoise","BORCS5"
"turquoise","BORCS7"
"turquoise","BPGM"
"turquoise","BPHL"
"turquoise","BPIFB2"
"grey","BPIFB4"
"green","BPIFCB"
"turquoise","BPNT1"
"turquoise","BPTF"
"turquoise","BRAF"
"turquoise","BRAP"
"turquoise","BRAT1"
"turquoise","BRCA1"
"turquoise","BRCA2"
"turquoise","BRCC3"
"turquoise","BRD1"
"turquoise","BRD3"
"turquoise","BRD7"
"turquoise","BRD8"
"turquoise","BRD9"
"turquoise","BRDT"
"turquoise","BRE"
"turquoise","BRF1"
"turquoise","BRF2"
"turquoise","BRI3BP"
"turquoise","BRINP1"
"turquoise","BRINP2"
"turquoise","BRINP3"
"turquoise","BRIP1"
"blue","BRIX1"
"turquoise","BRK1"
"turquoise","BRMS1L"
"turquoise","BROX"
"turquoise","BRPF1"
"turquoise","BRPF3"
"turquoise","BRS3"
"turquoise","BRSK2"
"turquoise","BRWD1"
"turquoise","BRWD3"
"turquoise","BSDC1"
"turquoise","BSG"
"turquoise","BSN"
"turquoise","BSPRY"
"turquoise","BST1"
"yellow","BSX"
"turquoise","BTAF1"
"turquoise","BTBD1"
"turquoise","BTBD10"
"turquoise","BTBD11"
"turquoise","BTBD17"
"brown","BTBD19"
"turquoise","BTBD2"
"turquoise","BTBD3"
"turquoise","BTBD6"
"turquoise","BTBD7"
"turquoise","BTBD9"
"turquoise","BTC"
"turquoise","BTD"
"turquoise","BTF3"
"turquoise","BTF3L4"
"turquoise","BTG1"
"blue","BTG2"
"turquoise","BTG3"
"turquoise","BTG4"
"turquoise","BTK"
"turquoise","BTN1"
"turquoise","BTRC"
"turquoise","BUB1"
"turquoise","BUB1B"
"turquoise","BUB3"
"turquoise","BUD13"
"turquoise","BUD31"
"turquoise","BVES"
"blue","BX255923.2"
"turquoise","BYSL"
"turquoise","BZFP3"
"turquoise","BZRAP1"
"turquoise","BZW1"
"turquoise","BZW2"
"turquoise","C10H15ORF26"
"turquoise","C10H15orf39"
"turquoise","C10H15ORF40"
"brown","C10H15ORF58"
"turquoise","C10H15ORF59"
"turquoise","C10H15ORF60"
"turquoise","C10H15ORF61"
"turquoise","C10ORF10"
"brown","C10ORF11"
"turquoise","C10ORF112"
"turquoise","C10ORF12"
"pink","C10ORF122"
"turquoise","C10ORF128"
"turquoise","C10ORF2"
"turquoise","C10ORF54"
"grey","C10ORF65"
"turquoise","C11H16ORF70"
"turquoise","C11H16ORF87"
"turquoise","C11H19ORF12"
"turquoise","C11H19ORF40"
"turquoise","C11ORF16"
"turquoise","C11ORF24"
"turquoise","C11ORF30"
"black","C11ORF31"
"turquoise","C11ORF34"
"turquoise","C11ORF49"
"turquoise","C11ORF52"
"turquoise","C11ORF85"
"turquoise","C11ORF88"
"turquoise","C11ORF97"
"turquoise","C12H3ORF14"
"turquoise","C12H3ORF18"
"turquoise","C12H3ORF37"
"turquoise","C12H3ORF67"
"turquoise","C12H9ORF89"
"turquoise","C12ORF10"
"turquoise","C12ORF29"
"grey","C12ORF50"
"grey","C12ORF57"
"turquoise","C12ORF75"
"turquoise","C13H5ORF15"
"turquoise","C13H5ORF24"
"turquoise","C13H5ORF45"
"turquoise","C14H16ORF52"
"turquoise","C14H16ORF62"
"turquoise","C14H16ORF88"
"turquoise","C14H17ORF103"
"turquoise","C14H7ORF62"
"turquoise","C14H8ORF33"
"red","C14ORF180"
"turquoise","C14ORF2"
"pink","C14ORF39"
"turquoise","C14ORF4"
"turquoise","C14ORF80"
"turquoise","C15H12ORF49"
"blue","C15H12ORF65"
"turquoise","C15ORF27"
"turquoise","C15ORF43"
"turquoise","C16ORF45"
"turquoise","C16ORF72"
"turquoise","C17H9ORF114"
"turquoise","C17H9orf142"
"turquoise","C17H9ORF16"
"turquoise","C17H9ORF171"
"turquoise","C17H9ORF78"
"turquoise","C17H9ORF9"
"turquoise","C17H9ORF91"
"turquoise","C17H9ORF96"
"turquoise","C17ORF58"
"pink","C17ORF64"
"turquoise","C17ORF78"
"turquoise","C17ORF80"
"turquoise","C17ORF89"
"turquoise","C18H17ORF106"
"turquoise","C18H17ORF62"
"green","C18H17ORF67"
"turquoise","C18H17ORF75"
"turquoise","C18ORF21"
"turquoise","C18ORF32"
"turquoise","C18ORF42"
"turquoise","C18ORF8"
"turquoise","C19H17ORF85"
"turquoise","C19ORF24"
"turquoise","C19ORF44"
"turquoise","C19ORF60"
"turquoise","C19ORF70"
"grey","C19ORF71"
"turquoise","C1D"
"turquoise","C1GALT1"
"turquoise","C1GALT1C1"
"turquoise","C1H11ORF54"
"turquoise","C1H11ORF70"
"turquoise","C1H11ORF73"
"turquoise","C1H11ORF82"
"turquoise","C1H12ORF23"
"turquoise","C1H12ORF4"
"grey","C1H12ORF40"
"turquoise","C1H12ORF5"
"turquoise","C1H12ORF63"
"turquoise","C1H12ORF66"
"turquoise","C1H12ORF69"
"turquoise","C1H12ORF73"
"turquoise","C1H21ORF33"
"turquoise","C1H21ORF59"
"turquoise","C1H21ORF62"
"turquoise","C1H21ORF91"
"turquoise","C1H22ORF23"
"turquoise","C1H2ORF40"
"turquoise","C1H2ORF49"
"turquoise","C1H3ORF38"
"turquoise","C1H7orf55"
"turquoise","C1H7ORF60"
"turquoise","C1HXORF36"
"turquoise","C1HXORF59"
"pink","C1ORF100"
"turquoise","C1ORF109"
"turquoise","C1ORF116"
"turquoise","C1ORF131"
"grey","C1ORF146"
"pink","C1ORF158"
"turquoise","C1ORF198"
"turquoise","C1ORF216"
"turquoise","C1ORF35"
"turquoise","C1ORF50"
"turquoise","C1ORF74"
"black","C1ORF94"
"turquoise","C1ORF95"
"turquoise","C1QA"
"brown","C1QB"
"turquoise","C1QBP"
"turquoise","C1QC"
"turquoise","C1QL1"
"turquoise","C1QTNF1"
"turquoise","C1QTNF2"
"blue","C1QTNF3"
"turquoise","C1QTNF4"
"turquoise","C1QTNF5"
"turquoise","C1QTNF6"
"turquoise","C1QTNF7"
"grey","C1QTNF9"
"turquoise","C1R"
"turquoise","C1S"
"turquoise","C20H20ORF112"
"pink","C20H20ORF195"
"turquoise","C20H20ORF24"
"red","C20H20ORF85"
"turquoise","C20ORF196"
"turquoise","C20ORF27"
"turquoise","C20ORF96"
"blue","C21H1ORF159"
"turquoise","C21H1ORF174"
"turquoise","C21H1ORF222"
"turquoise","C21H1orf233"
"turquoise","C22H2ORF42"
"turquoise","C23H1ORF172"
"grey","C23H1ORF63"
"grey","C24H11ORF1"
"turquoise","C24H11ORF57"
"turquoise","C24H11ORF63"
"turquoise","C25H1ORF43"
"turquoise","C26H6ORF106"
"brown","C26H6ORF125"
"turquoise","C26H6ORF132"
"turquoise","C26H6ORF89"
"turquoise","C27H17ORF104"
"turquoise","C28H19ORF10"
"turquoise","C2CD2"
"turquoise","C2CD2L"
"turquoise","C2CD3"
"turquoise","C2CD4C"
"turquoise","C2CD5"
"grey","C2H18ORF63"
"turquoise","C2H6ORF62"
"turquoise","C2H7ORF25"
"pink","C2H7ORF31"
"turquoise","C2H7ORF36"
"turquoise","C2H7ORF63"
"turquoise","C2H8orf34"
"black","C2H8ORF46"
"turquoise","C2H8ORF76"
"turquoise","C2H9ORF30"
"turquoise","C2ORF21"
"turquoise","C2ORF47"
"turquoise","C2ORF50"
"turquoise","C2ORF54"
"turquoise","C2ORF88"
"turquoise","C3"
"turquoise","C30H19orf43"
"red","C3AR1"
"turquoise","C3H1ORF115"
"turquoise","C3H20ORF26"
"turquoise","C3H2ORF3"
"turquoise","C3H2ORF43"
"turquoise","C3H2ORF70"
"turquoise","C3H2orf71"
"turquoise","C3H6ORF154"
"turquoise","C3H6ORF203"
"turquoise","C3ORF17"
"grey","C3ORF30"
"turquoise","C3ORF33"
"turquoise","C3ORF48"
"turquoise","C3ORF58"
"turquoise","C3ORF70"
"turquoise","C4BPA"
"turquoise","C4H20ORF194"
"turquoise","C4H4ORF21"
"turquoise","C4H4ORF27"
"turquoise","C4H4ORF29"
"turquoise","C4H4orf32"
"purple","C4H4ORF45"
"turquoise","C4H4orf46"
"turquoise","C4H4ORF47"
"turquoise","C4H4ORF50"
"turquoise","C4HXORF57"
"turquoise","C4ORF17"
"turquoise","C4ORF33"
"turquoise","C4ORF48"
"turquoise","C5"
"turquoise","C5AR1"
"turquoise","C5H11ORF58"
"turquoise","C5H11ORF74"
"turquoise","C5H11ORF9"
"grey","C5H11ORF91"
"turquoise","C5H11ORF96"
"turquoise","C5H14ORF105"
"turquoise","C5H14ORF159"
"turquoise","C5H14ORF166"
"pink","C5H14ORF166B"
"turquoise","C5H14ORF169"
"turquoise","C5H14ORF37"
"turquoise","C5H14ORF38"
"turquoise","C5H14ORF79"
"turquoise","C5H15ORF41"
"turquoise","C5H15ORF52"
"turquoise","C5H15ORF57"
"turquoise","C5H15ORF62"
"turquoise","C5ORF22"
"blue","C5ORF30"
"turquoise","C5ORF49"
"black","C6"
"brown","C6H10ORF107"
"turquoise","C6H10ORF118"
"turquoise","C6H10ORF137"
"turquoise","C6H10ORF71"
"turquoise","C6H10ORF76"
"turquoise","C6H10ORF88"
"turquoise","C6H10ORF90"
"turquoise","C6ORF137"
"grey","C6ORF163"
"turquoise","C6ORF211"
"turquoise","C6ORF57"
"grey","C6ORF58"
"blue","C7"
"grey","C7H21ORF58"
"turquoise","C7H2ORF66"
"turquoise","C7H2ORF69"
"turquoise","C7H2ORF76"
"turquoise","C7ORF10"
"turquoise","C7ORF26"
"turquoise","C7ORF49"
"turquoise","C7ORF50"
"grey","C7ORF57"
"turquoise","C7ORF72"
"turquoise","C7ORF73"
"turquoise","C8A"
"turquoise","C8B"
"turquoise","C8G"
"pink","C8H1ORF111"
"turquoise","C8H1ORF112"
"turquoise","C8H1ORF123"
"turquoise","C8H1ORF168"
"turquoise","C8H1ORF173"
"pink","C8H1ORF177"
"turquoise","C8H1ORF21"
"turquoise","C8H1orf228"
"turquoise","C8H1ORF27"
"turquoise","C8H1ORF52"
"turquoise","C8ORF22"
"turquoise","C8ORF34"
"turquoise","C8ORF4"
"turquoise","C8ORF48"
"turquoise","C8ORF88"
"turquoise","C9H21ORF2"
"turquoise","C9H2ORF72"
"turquoise","C9H2ORF82"
"turquoise","C9H3ORF55"
"grey","C9ORF24"
"turquoise","C9ORF58"
"turquoise","C9ORF69"
"blue","C9ORF72"
"blue","C9ORF85"
"turquoise","CA10"
"turquoise","CA12"
"turquoise","CA13"
"yellow","CA2"
"turquoise","CA3"
"turquoise","CA4"
"turquoise","CA5B"
"turquoise","CA6"
"turquoise","CA7"
"turquoise","CA8"
"blue","CA9"
"blue","CAAP1"
"turquoise","CAB39"
"turquoise","CAB39L"
"turquoise","CABIN1"
"turquoise","CABLES1"
"turquoise","CABLES2"
"turquoise","CABP1"
"turquoise","CABP2"
"grey","CABP4"
"turquoise","CABP7"
"turquoise","CACFD1"
"turquoise","CACHD1"
"turquoise","CACNA1B"
"turquoise","CACNA1C"
"turquoise","CACNA1D"
"turquoise","CACNA1E"
"turquoise","CACNA1G"
"turquoise","CACNA1H"
"turquoise","CACNA1I"
"turquoise","CACNA2D1"
"turquoise","CACNA2D2"
"turquoise","CACNA2D3"
"turquoise","CACNA2D4"
"turquoise","CACNB1"
"turquoise","CACNB2"
"turquoise","CACNB4"
"purple","CACNG1"
"turquoise","CACNG2"
"turquoise","CACNG3"
"turquoise","CACNG4"
"turquoise","CACNG5"
"turquoise","CACUL1"
"turquoise","CACYBP"
"turquoise","CAD"
"turquoise","CADM1"
"turquoise","CADM2"
"turquoise","CADM3"
"turquoise","CADPS"
"turquoise","CADPS2"
"turquoise","CALB1"
"turquoise","CALB2"
"grey","CALCA"
"turquoise","CALCOCO2"
"turquoise","CALCR"
"turquoise","CALCRL"
"turquoise","CALD1"
"grey","CALHM1"
"greenyellow","CALHM3"
"grey","CALII"
"turquoise","CALM"
"turquoise","CALM1"
"turquoise","CALML3"
"turquoise","CALML4"
"turquoise","CALN1"
"turquoise","CAMK1"
"turquoise","CAMK1D"
"turquoise","CAMK1G"
"turquoise","CAMK2A"
"turquoise","CAMK2D"
"turquoise","CAMK2G"
"turquoise","CAMK2N1"
"turquoise","CAMK2N2"
"turquoise","CAMK4"
"turquoise","CAMK4L"
"turquoise","CAMKK1"
"turquoise","CAMKK2"
"turquoise","CAMKMT"
"turquoise","CAMKV"
"turquoise","CAMLG"
"turquoise","CAMSAP1"
"turquoise","CAMSAP2"
"turquoise","CAMTA1"
"turquoise","CAND1"
"turquoise","CAND2"
"turquoise","CANT1"
"turquoise","CANX"
"turquoise","CAP1"
"turquoise","CAP2"
"turquoise","CAPG"
"turquoise","CAPN1"
"turquoise","CAPN10"
"turquoise","CAPN11"
"turquoise","CAPN13"
"grey","CAPN14"
"turquoise","CAPN15"
"black","CAPN2"
"turquoise","CAPN3"
"turquoise","CAPN5"
"turquoise","CAPN6"
"turquoise","CAPN7"
"grey","CAPN8"
"turquoise","CAPN9"
"turquoise","CAPNS2"
"turquoise","CAPRIN1"
"turquoise","CAPRIN2"
"turquoise","CAPS2"
"blue","CAPSL"
"turquoise","CAPZA1"
"turquoise","CAPZA2"
"pink","CAPZA3"
"turquoise","CAPZB"
"turquoise","CARD10"
"turquoise","CARD11"
"turquoise","CARD8"
"turquoise","CARF"
"turquoise","CARHSP1"
"turquoise","CARKD"
"blue","CARNMT1"
"turquoise","CARNS1"
"turquoise","CARS"
"turquoise","CARS2"
"yellow","CARTPT"
"turquoise","CASC1"
"turquoise","CASC3"
"turquoise","CASC4"
"turquoise","CASC5"
"turquoise","CASD1"
"turquoise","CASK"
"turquoise","CASKIN1"
"turquoise","CASKIN2"
"turquoise","CASP1"
"turquoise","CASP10"
"turquoise","CASP18"
"turquoise","CASP2"
"turquoise","CASP3"
"turquoise","CASP6"
"turquoise","CASP7"
"turquoise","CASP8"
"turquoise","CASP8AP2"
"turquoise","CASP9"
"grey","CASQ2"
"turquoise","CASR"
"turquoise","CAST"
"turquoise","CASZ1"
"turquoise","CAT"
"grey","CATH2"
"turquoise","CAV1"
"turquoise","CAV2"
"magenta","CAV3"
"turquoise","CBFA2T2"
"turquoise","CBFB"
"turquoise","CBL"
"turquoise","CBLB"
"turquoise","CBLL1"
"turquoise","CBLN2"
"turquoise","CBLN4"
"turquoise","CBR1"
"turquoise","CBR4"
"turquoise","CBS"
"turquoise","CBX1"
"turquoise","CBX3"
"turquoise","CBX4"
"yellow","CBX5"
"turquoise","CBX6"
"turquoise","CBX7"
"turquoise","CBX8"
"brown","CBY1"
"turquoise","CC2D1B"
"turquoise","CCAR1"
"blue","CCBE1"
"turquoise","CCBL1"
"turquoise","CCBL2"
"turquoise","CCDC101"
"turquoise","CCDC102A"
"turquoise","CCDC102B"
"turquoise","CCDC103"
"turquoise","CCDC107"
"turquoise","CCDC108"
"turquoise","CCDC109B"
"red","CCDC113"
"turquoise","CCDC117"
"turquoise","CCDC121"
"grey","CCDC122"
"turquoise","CCDC124"
"blue","CCDC125"
"turquoise","CCDC126"
"turquoise","CCDC127"
"turquoise","CCDC13"
"turquoise","CCDC130"
"turquoise","CCDC134"
"turquoise","CCDC135"
"turquoise","CCDC137"
"turquoise","CCDC138"
"turquoise","CCDC14"
"turquoise","CCDC141"
"turquoise","CCDC142"
"turquoise","CCDC146"
"turquoise","CCDC147"
"turquoise","CCDC148"
"turquoise","CCDC149"
"turquoise","CCDC15"
"turquoise","CCDC157"
"turquoise","CCDC167"
"turquoise","CCDC169"
"green","CCDC17"
"turquoise","CCDC170"
"blue","CCDC171"
"turquoise","CCDC174"
"turquoise","CCDC176"
"turquoise","CCDC177"
"grey","CCDC178"
"turquoise","CCDC18"
"turquoise","CCDC180"
"turquoise","CCDC181"
"turquoise","CCDC183"
"turquoise","CCDC25"
"turquoise","CCDC27"
"turquoise","CCDC28A"
"brown","CCDC28B"
"turquoise","CCDC3"
"turquoise","CCDC30"
"green","CCDC33"
"turquoise","CCDC34"
"turquoise","CCDC36"
"turquoise","CCDC37"
"turquoise","CCDC39"
"turquoise","CCDC40"
"turquoise","CCDC42"
"turquoise","CCDC42B"
"turquoise","CCDC43"
"turquoise","CCDC47"
"turquoise","CCDC50"
"turquoise","CCDC51"
"turquoise","CCDC53"
"turquoise","CCDC56"
"turquoise","CCDC57"
"turquoise","CCDC58"
"turquoise","CCDC59"
"turquoise","CCDC6"
"turquoise","CCDC60"
"turquoise","CCDC61"
"pink","CCDC63"
"turquoise","CCDC64"
"turquoise","CCDC66"
"turquoise","CCDC67"
"grey","CCDC69"
"turquoise","CCDC71"
"turquoise","CCDC71L"
"turquoise","CCDC73"
"turquoise","CCDC77"
"turquoise","CCDC78"
"turquoise","CCDC79"
"turquoise","CCDC80"
"turquoise","CCDC83"
"turquoise","CCDC84"
"turquoise","CCDC85A"
"turquoise","CCDC85C"
"turquoise","CCDC86"
"turquoise","CCDC88A"
"turquoise","CCDC88C"
"grey","CCDC89"
"turquoise","CCDC90B"
"turquoise","CCDC91"
"turquoise","CCDC93"
"turquoise","CCDC96"
"magenta","CCDC97"
"turquoise","CCK"
"turquoise","CCKAR"
"turquoise","CCKBR"
"turquoise","CCL1"
"blue","CCL17"
"grey","CCL20"
"blue","CCL28"
"turquoise","CCL4"
"turquoise","CCL5"
"turquoise","CCM2"
"turquoise","CCM2L"
"turquoise","CCNA1"
"turquoise","CCNA2"
"blue","CCNB2"
"turquoise","CCNB3"
"turquoise","CCNC"
"turquoise","CCND1"
"turquoise","CCND2"
"yellow","CCND3"
"turquoise","CCNDBP1"
"turquoise","CCNE1"
"turquoise","CCNE2"
"turquoise","CCNF"
"turquoise","CCNG1"
"turquoise","CCNG2"
"blue","CCNH"
"turquoise","CCNI"
"turquoise","CCNJ"
"turquoise","CCNJL"
"turquoise","CCNK"
"turquoise","CCNL1"
"turquoise","CCNL2"
"blue","CCNO"
"turquoise","CCNRC01"
"turquoise","CCNT1"
"turquoise","CCNT2"
"turquoise","CCNY"
"turquoise","CCNYL1"
"turquoise","CCP110"
"turquoise","CCR4"
"turquoise","CCR5"
"grey","CCR6"
"turquoise","CCR7"
"turquoise","CCSAP"
"turquoise","CCSER1"
"turquoise","CCSER2"
"turquoise","CCT2"
"turquoise","CCT3"
"turquoise","CCT4"
"turquoise","CCT5"
"turquoise","CCT6A"
"turquoise","CCT7"
"turquoise","CCT8"
"turquoise","CCZ1"
"turquoise","CD109"
"turquoise","CD151"
"turquoise","CD163"
"turquoise","CD163L1"
"turquoise","CD164"
"turquoise","CD164L2"
"grey","CD1C"
"turquoise","CD2"
"turquoise","CD200"
"turquoise","CD200R1"
"turquoise","CD24"
"turquoise","CD247"
"turquoise","CD274"
"turquoise","CD276"
"grey","CD28"
"turquoise","CD2AP"
"turquoise","CD300A"
"turquoise","CD320"
"turquoise","CD34"
"turquoise","CD36"
"turquoise","CD38"
"turquoise","CD3D"
"grey","CD3E"
"grey","CD4"
"turquoise","CD40"
"turquoise","CD40LG"
"turquoise","CD44"
"turquoise","CD47"
"turquoise","CD55"
"turquoise","CD59"
"grey","CD6"
"turquoise","CD63"
"grey","CD72"
"grey","CD72AGL"
"turquoise","CD74"
"turquoise","CD79B"
"turquoise","CD80"
"turquoise","CD81"
"turquoise","CD82"
"turquoise","CD86"
"turquoise","CD8A"
"turquoise","CD8B"
"turquoise","CD9"
"turquoise","CD93"
"turquoise","CD99"
"turquoise","CD99L2"
"turquoise","CDA"
"turquoise","CDADC1"
"turquoise","CDAN1"
"turquoise","CDC123"
"turquoise","CDC14A"
"blue","CDC14B"
"turquoise","CDC16"
"turquoise","CDC20"
"turquoise","CDC20B"
"turquoise","CDC23"
"turquoise","CDC25A"
"brown","CDC26"
"turquoise","CDC27"
"turquoise","CDC2L1"
"turquoise","CDC37"
"blue","CDC37L1"
"turquoise","CDC40"
"turquoise","CDC42"
"turquoise","CDC42BPA"
"turquoise","CDC42BPB"
"turquoise","CDC42EP1"
"turquoise","CDC42EP3"
"turquoise","CDC42EP4"
"turquoise","CDC42SE1"
"blue","CDC42SE2"
"turquoise","CDC45"
"turquoise","CDC5L"
"black","CDC6"
"turquoise","CDC7"
"turquoise","CDC73"
"turquoise","CDCA2"
"turquoise","CDCA3"
"turquoise","CDCA4"
"turquoise","CDCA7"
"turquoise","CDCA7L"
"turquoise","CDCA9"
"turquoise","CDCP1"
"grey","CDCP2"
"turquoise","CDH1"
"turquoise","CDH10"
"turquoise","CDH12"
"turquoise","CDH13"
"turquoise","CDH15"
"turquoise","CDH18"
"turquoise","CDH19"
"turquoise","CDH20"
"turquoise","CDH22"
"turquoise","CDH3"
"turquoise","CDH4"
"turquoise","CDH5"
"turquoise","CDH6"
"turquoise","CDH7"
"turquoise","CDH8"
"turquoise","CDH9"
"turquoise","CDHR1"
"turquoise","CDHR2"
"turquoise","CDHR3"
"green","CDHR4"
"turquoise","CDHR5"
"turquoise","CDIP1"
"turquoise","CDK1"
"yellow","CDK10"
"turquoise","CDK12"
"turquoise","CDK13"
"turquoise","CDK14"
"turquoise","CDK17"
"turquoise","CDK18"
"turquoise","CDK19"
"turquoise","CDK2"
"turquoise","CDK2AP1"
"turquoise","CDK2AP2"
"turquoise","CDK3"
"turquoise","CDK5"
"turquoise","CDK5R1"
"turquoise","CDK5R2"
"turquoise","CDK5RAP1"
"turquoise","CDK5RAP2"
"turquoise","CDK5RAP3"
"turquoise","CDK6"
"blue","CDK7"
"turquoise","CDK8"
"turquoise","CDK9"
"turquoise","CDKAL1"
"turquoise","CDKL1"
"turquoise","CDKL2"
"turquoise","CDKL5"
"brown","CDKN1A"
"turquoise","CDKN1B"
"turquoise","CDKN2AIP"
"turquoise","CDKN2C"
"turquoise","CDKN3"
"blue","CDO1"
"turquoise","CDON"
"turquoise","CDPF1"
"turquoise","CDR2"
"turquoise","CDR2L"
"turquoise","CDS1"
"turquoise","CDS2"
"turquoise","CDT1"
"turquoise","CDV3"
"grey","CDX4"
"turquoise","CDYL"
"turquoise","CDYL2"
"turquoise","CEBPA"
"turquoise","CEBPB"
"turquoise","CEBPD"
"turquoise","CEBPG"
"turquoise","CEBPZ"
"turquoise","CECR1"
"turquoise","CECR2"
"turquoise","CECR5"
"turquoise","CECR5L"
"brown","CEL"
"grey","CELA1"
"grey","CELA2A"
"turquoise","CELF1"
"turquoise","CELF2"
"turquoise","CELF3"
"turquoise","CELF4"
"turquoise","CELF5"
"turquoise","CELSR1"
"turquoise","CELSR2"
"turquoise","CELSR3"
"green","CEMIP"
"turquoise","CEND1"
"turquoise","CENPA"
"turquoise","CENPC"
"turquoise","CENPE"
"turquoise","CENPF"
"turquoise","CENPI"
"turquoise","CENPJ"
"blue","CENPK"
"brown","CENPL"
"turquoise","CENPM"
"turquoise","CENPN"
"turquoise","CENPO"
"grey","CENPP"
"turquoise","CENPQ"
"turquoise","CENPT"
"turquoise","CENPV"
"turquoise","CENPW"
"turquoise","CEP104"
"turquoise","CEP112"
"blue","CEP120"
"turquoise","CEP126"
"turquoise","CEP128"
"turquoise","CEP131"
"turquoise","CEP135"
"turquoise","CEP152"
"turquoise","CEP162"
"turquoise","CEP164"
"turquoise","CEP170"
"turquoise","CEP170B"
"turquoise","CEP19"
"turquoise","CEP192"
"turquoise","CEP250"
"turquoise","CEP290"
"turquoise","CEP350"
"turquoise","CEP41"
"turquoise","CEP44"
"turquoise","CEP55"
"turquoise","CEP57"
"turquoise","CEP57L1"
"turquoise","CEP63"
"turquoise","CEP68"
"turquoise","CEP70"
"turquoise","CEP76"
"blue","CEP78"
"turquoise","CEP83"
"turquoise","CEP85"
"turquoise","CEP85L"
"turquoise","CEP95"
"turquoise","CEP97"
"turquoise","CEPT1"
"blue","CER1"
"turquoise","CERCAM"
"turquoise","CERK"
"turquoise","CERKL"
"turquoise","CERS1"
"turquoise","CERS2L2"
"turquoise","CERS3"
"turquoise","CERS4"
"turquoise","CERS5"
"turquoise","CERS6"
"turquoise","CETN1"
"blue","CETN3"
"green","CETP"
"turquoise","CFAP126"
"turquoise","CFAP20"
"turquoise","CFAP221"
"turquoise","CFAP36"
"turquoise","CFAP43"
"turquoise","CFAP44"
"turquoise","CFAP45"
"turquoise","CFAP57"
"turquoise","CFAP99"
"grey","CFC1B"
"turquoise","CFD"
"turquoise","CFDP1"
"turquoise","CFHR2"
"turquoise","CFI"
"turquoise","CFL2"
"turquoise","CFLAR"
"turquoise","CFTR"
"red","CG-16"
"turquoise","CGA"
"turquoise","CGGBP1"
"turquoise","CGNL1"
"grey","CGNRH-R"
"turquoise","CGRRF1"
"turquoise","CH17-360D5.1"
"turquoise","CH25H"
"turquoise","CHAC2"
"green","CHAD"
"turquoise","CHAF1A"
"turquoise","CHAF1B"
"turquoise","CHAMP1"
"turquoise","CHAT"
"turquoise","CHCHD1"
"brown","CHCHD10"
"turquoise","CHCHD2"
"turquoise","CHCHD3"
"turquoise","CHCHD4"
"yellow","CHCHD5"
"turquoise","CHCHD6"
"turquoise","CHCHD7"
"turquoise","CHD1"
"turquoise","CHD1L"
"turquoise","CHD2"
"turquoise","CHD4"
"turquoise","CHD5"
"turquoise","CHD6"
"yellow","CHD7"
"turquoise","CHD9"
"turquoise","CHDH"
"turquoise","CHEK1"
"turquoise","CHEK2"
"turquoise","CHERP"
"turquoise","CHFR"
"turquoise","CHGA"
"turquoise","CHGB"
"turquoise","CHIC1"
"turquoise","CHIC2"
"turquoise","CHID1"
"turquoise","CHKA"
"turquoise","CHL1"
"turquoise","CHM"
"turquoise","CHMP1A"
"turquoise","CHMP1B"
"turquoise","CHMP2B"
"turquoise","CHMP3"
"turquoise","CHMP4B"
"turquoise","CHMP4C"
"turquoise","CHMP5"
"turquoise","CHMP6"
"turquoise","CHMP7"
"turquoise","CHN1"
"turquoise","CHN2"
"turquoise","CHODL"
